I0918 09:32:57.372170       1 cli.go:275] **************** gVisor ****************
I0918 09:32:57.372353       1 cli.go:276] Version 0.0.0, go1.26.3, amd64, 64 CPUs, linux, PID 1, PPID 0, UID 0, GID 0
D0918 09:32:57.372399       1 cli.go:277] Page size: 0x1000 (4096 bytes)
I0918 09:32:57.372427       1 cli.go:278] Args: [runsc-sandbox --strace=true --rootless=true --ignore-cgroups=true --debug-log=/tmp/pniroula/claude-253477/-home-pniroula-Projects-gvisor-t25/77e098ee-da53-4677-85ec-c450ded9db44/scratchpad/spikes/e1b/node-started/logs/ --network=none --platform=systrap --root=/tmp/pniroula/claude-253477/-home-pniroula-Projects-gvisor-t25/77e098ee-da53-4677-85ec-c450ded9db44/scratchpad/spikes/e1b/node-started/state --debug=true --gofer-network-namespace=new --debug-log-fd=3 boot --bundle=/tmp/pniroula/claude-253477/-home-pniroula-Projects-gvisor-t25/77e098ee-da53-4677-85ec-c450ded9db44/scratchpad/spikes/e1b/node-started/bundle --gofer-mount-confs=lisafs:none,lisafs:none --apply-caps=true --setup-root --total-host-memory 807732506624 --total-memory 807732506624 --attached --io-fds=4 --io-fds=5 --dev-io-fd=-1 --mounts-fd=6 --start-sync-fd=7 --pin-ring-fd=8 --controller-fd=9 --spec-fd=10 --stdio-fds=11 --stdio-fds=12 --stdio-fds=13 e1b-node-started]
I0918 09:32:57.372486       1 config.go:550] Platform: systrap
I0918 09:32:57.372514       1 config.go:551] RootDir: /tmp/pniroula/claude-253477/-home-pniroula-Projects-gvisor-t25/77e098ee-da53-4677-85ec-c450ded9db44/scratchpad/spikes/e1b/node-started/state
I0918 09:32:57.372537       1 config.go:552] FileAccess: exclusive / Directfs: true / Overlay: root:self
I0918 09:32:57.372555       1 config.go:553] Network: none
I0918 09:32:57.372570       1 config.go:554] UseCPUNums: false
I0918 09:32:57.372582       1 config.go:556] Debug: true. Strace: true, max size: 1024, syscalls: 
W0918 09:32:57.372596       1 config.go:559] --allow-suid is disabled, SUID/SGID bits on executables will be ignored.
D0918 09:32:57.372613       1 config.go:577] Config.RootDir (--root): /tmp/pniroula/claude-253477/-home-pniroula-Projects-gvisor-t25/77e098ee-da53-4677-85ec-c450ded9db44/scratchpad/spikes/e1b/node-started/state
D0918 09:32:57.372631       1 config.go:577] Config.Traceback (--traceback): system
D0918 09:32:57.372647       1 config.go:577] Config.Debug (--debug): true
D0918 09:32:57.372661       1 config.go:577] Config.LogFilename (--log): (empty)
D0918 09:32:57.372676       1 config.go:577] Config.LogFormat (--log-format): text
D0918 09:32:57.372692       1 config.go:577] Config.DebugLog (--debug-log): /tmp/pniroula/claude-253477/-home-pniroula-Projects-gvisor-t25/77e098ee-da53-4677-85ec-c450ded9db44/scratchpad/spikes/e1b/node-started/logs/
D0918 09:32:57.372706       1 config.go:577] Config.DebugToUserLog (--debug-to-user-log): false
D0918 09:32:57.372717       1 config.go:577] Config.DebugCommand (--debug-command): (empty)
D0918 09:32:57.372728       1 config.go:577] Config.PanicLog (--panic-log): (empty)
D0918 09:32:57.372761       1 config.go:577] Config.CoverageReport (--coverage-report): (empty)
D0918 09:32:57.372772       1 config.go:577] Config.DebugLogFormat (--debug-log-format): text
