I0918 09:32:29.637044       1 cli.go:275] **************** gVisor ****************
I0918 09:32:29.637201       1 cli.go:276] Version 0.0.0, go1.26.3, amd64, 64 CPUs, linux, PID 1, PPID 0, UID 0, GID 0
D0918 09:32:29.637237       1 cli.go:277] Page size: 0x1000 (4096 bytes)
I0918 09:32:29.637269       1 cli.go:278] Args: [runsc-sandbox --debug=true --network=none --gofer-network-namespace=new --platform=systrap --ignore-cgroups=true --debug-log=/tmp/pniroula/claude-253477/-home-pniroula-Projects-gvisor-t25/77e098ee-da53-4677-85ec-c450ded9db44/scratchpad/spikes/e1b/go-started/logs/ --strace=true --rootless=true --root=/tmp/pniroula/claude-253477/-home-pniroula-Projects-gvisor-t25/77e098ee-da53-4677-85ec-c450ded9db44/scratchpad/spikes/e1b/go-started/state --debug-log-fd=3 boot --bundle=/tmp/pniroula/claude-253477/-home-pniroula-Projects-gvisor-t25/77e098ee-da53-4677-85ec-c450ded9db44/scratchpad/spikes/e1b/go-started/bundle --gofer-mount-confs=lisafs:none,lisafs:none --apply-caps=true --setup-root --total-host-memory 807732506624 --total-memory 807732506624 --attached --io-fds=4 --io-fds=5 --dev-io-fd=-1 --mounts-fd=6 --start-sync-fd=7 --pin-ring-fd=8 --controller-fd=9 --spec-fd=10 --stdio-fds=11 --stdio-fds=12 --stdio-fds=13 e1b-go-started]
I0918 09:32:29.637320       1 config.go:550] Platform: systrap
I0918 09:32:29.637351       1 config.go:551] RootDir: /tmp/pniroula/claude-253477/-home-pniroula-Projects-gvisor-t25/77e098ee-da53-4677-85ec-c450ded9db44/scratchpad/spikes/e1b/go-started/state
I0918 09:32:29.637387       1 config.go:552] FileAccess: exclusive / Directfs: true / Overlay: root:self
I0918 09:32:29.637418       1 config.go:553] Network: none
I0918 09:32:29.637434       1 config.go:554] UseCPUNums: false
I0918 09:32:29.637448       1 config.go:556] Debug: true. Strace: true, max size: 1024, syscalls: 
W0918 09:32:29.637463       1 config.go:559] --allow-suid is disabled, SUID/SGID bits on executables will be ignored.
D0918 09:32:29.637482       1 config.go:577] Config.RootDir (--root): /tmp/pniroula/claude-253477/-home-pniroula-Projects-gvisor-t25/77e098ee-da53-4677-85ec-c450ded9db44/scratchpad/spikes/e1b/go-started/state
D0918 09:32:29.637502       1 config.go:577] Config.Traceback (--traceback): system
D0918 09:32:29.637521       1 config.go:577] Config.Debug (--debug): true
D0918 09:32:29.637537       1 config.go:577] Config.LogFilename (--log): (empty)
D0918 09:32:29.637553       1 config.go:577] Config.LogFormat (--log-format): text
D0918 09:32:29.637568       1 config.go:577] Config.DebugLog (--debug-log): /tmp/pniroula/claude-253477/-home-pniroula-Projects-gvisor-t25/77e098ee-da53-4677-85ec-c450ded9db44/scratchpad/spikes/e1b/go-started/logs/
D0918 09:32:29.637582       1 config.go:577] Config.DebugToUserLog (--debug-to-user-log): false
D0918 09:32:29.637595       1 config.go:577] Config.DebugCommand (--debug-command): (empty)
D0918 09:32:29.637609       1 config.go:577] Config.PanicLog (--panic-log): (empty)
D0918 09:32:29.637624       1 config.go:577] Config.CoverageReport (--coverage-report): (empty)
D0918 09:32:29.637639       1 config.go:577] Config.DebugLogFormat (--debug-log-format): text
D0918 09:32:29.637655       1 config.go:577] Config.FileAccess (--file-access): exclusive
D0918 09:32:29.637670       1 config.go:577] Config.FileAccessMounts (--file-access-mounts): shared
D0918 09:32:29.637687       1 config.go:577] Config.Overlay (--overlay): false
D0918 09:32:29.637699       1 config.go:577] Config.Overlay2 (--overlay2): root:self
D0918 09:32:29.637826       1 config.go:577] Config.FSGoferHostUDS (--fsgofer-host-uds): false
D0918 09:32:29.637840       1 config.go:577] Config.HostUDS (--host-uds): none
D0918 09:32:29.637870       1 config.go:577] Config.HostFifo (--host-fifo): none
D0918 09:32:29.637889       1 config.go:577] Config.CharacterDevicePolicy (--character-device-policy): emulated-only
D0918 09:32:29.637904       1 config.go:577] Config.HostSettings (--host-settings): check
D0918 09:32:29.637919       1 config.go:577] Config.Network (--network): none
D0918 09:32:29.637934       1 config.go:577] Config.GoferNetworkNamespace (--gofer-network-namespace): new
D0918 09:32:29.637965       1 config.go:577] Config.EnableRaw (--net-raw): false
D0918 09:32:29.637982       1 config.go:577] Config.AllowPacketEndpointWrite (--allow-packet-socket-write): false
D0918 09:32:29.637997       1 config.go:577] Config.AllowLiveTCPMigration (--allow-live-tcp-migration): true
D0918 09:32:29.638010       1 config.go:577] Config.HostGSO (--gso): true
D0918 09:32:29.638023       1 config.go:577] Config.GVisorGSO (--software-gso): true
D0918 09:32:29.638038       1 config.go:577] Config.GVisorGRO (--gvisor-gro): false
D0918 09:32:29.638052       1 config.go:577] Config.TXChecksumOffload (--tx-checksum-offload): false
D0918 09:32:29.638068       1 config.go:577] Config.RXChecksumOffload (--rx-checksum-offload): true
D0918 09:32:29.638081       1 config.go:577] Config.QDisc (--qdisc): fifo
D0918 09:32:29.638099       1 config.go:577] Config.TBFRate (--qdisc-tbf-rate): 0
D0918 09:32:29.638116       1 config.go:577] Config.TBFBurst (--qdisc-tbf-burst): 0
D0918 09:32:29.638130       1 config.go:577] Config.LogPackets (--log-packets): false
D0918 09:32:29.638143       1 config.go:577] Config.PCAP (--pcap-log): (empty)
D0918 09:32:29.638155       1 config.go:577] Config.Platform (--platform): systrap
D0918 09:32:29.638170       1 config.go:577] Config.PlatformDevicePath (--platform_device_path): (empty)
D0918 09:32:29.638184       1 config.go:577] Config.MetricServer (--metric-server): (empty)
D0918 09:32:29.638211       1 config.go:577] Config.SidecarReleaseEnforcementPolicy (--sidecar-release-enforcement-policy): NEVER
D0918 09:32:29.638230       1 config.go:577] Config.FinalMetricsLog (--final-metrics-log): (empty)
D0918 09:32:29.638243       1 config.go:577] Config.ProfilingMetrics (--profiling-metrics): (empty)
D0918 09:32:29.638267       1 config.go:577] Config.ProfilingMetricsLog (--profiling-metrics-log): (empty)
D0918 09:32:29.638282       1 config.go:577] Config.ProfilingMetricsRate (--profiling-metrics-rate-us): 1000
D0918 09:32:29.638296       1 config.go:577] Config.Strace (--strace): true
D0918 09:32:29.638309       1 config.go:577] Config.StraceSyscalls (--strace-syscalls): (empty)
D0918 09:32:29.638324       1 config.go:577] Config.StraceLogSize (--strace-log-size): 1024
D0918 09:32:29.638342       1 config.go:577] Config.StraceEvent (--strace-event): false
D0918 09:32:29.638357       1 config.go:579] Config.DisableSeccomp: false
D0918 09:32:29.638389       1 config.go:577] Config.EnableCoreTags (--enable-core-tags): false
D0918 09:32:29.638405       1 config.go:577] Config.WatchdogAction (--watchdog-action): log
D0918 09:32:29.638420       1 config.go:577] Config.PanicSignal (--panic-signal): -1
D0918 09:32:29.638435       1 config.go:577] Config.ProfileEnable (--profile): false
D0918 09:32:29.638450       1 config.go:577] Config.ProfileBlock (--profile-block): (empty)
D0918 09:32:29.638462       1 config.go:577] Config.ProfileCPU (--profile-cpu): (empty)
D0918 09:32:29.638477       1 config.go:577] Config.ProfileGCInterval (--profile-gc-interval): 0s
D0918 09:32:29.638497       1 config.go:577] Config.ProfileHeap (--profile-heap): (empty)
D0918 09:32:29.638510       1 config.go:577] Config.ProfileMutex (--profile-mutex): (empty)
D0918 09:32:29.638525       1 config.go:577] Config.TraceFile (--trace): (empty)
D0918 09:32:29.638540       1 config.go:577] Config.NumNetworkChannels (--num-network-channels): 1
D0918 09:32:29.638555       1 config.go:577] Config.NetworkProcessorsPerChannel (--network-processors-per-channel): 0
D0918 09:32:29.638568       1 config.go:577] Config.Rootless (--rootless): true
D0918 09:32:29.638582       1 config.go:577] Config.AlsoLogToStderr (--alsologtostderr): false
D0918 09:32:29.638593       1 config.go:577] Config.ReferenceLeak (--ref-leak-mode): disabled
D0918 09:32:29.638611       1 config.go:577] Config.CPUNumFromQuota (--cpu-num-from-quota): true
D0918 09:32:29.638625       1 config.go:577] Config.AllowFlagOverride (--allow-flag-override): false
D0918 09:32:29.638637       1 config.go:577] Config.OCISeccomp (--oci-seccomp): false
D0918 09:32:29.638661       1 config.go:577] Config.IgnoreCgroups (--ignore-cgroups): true
D0918 09:32:29.638675       1 config.go:577] Config.MountCgroupV2 (--mount-cgroup-v2): false
D0918 09:32:29.638688       1 config.go:577] Config.SystemdCgroup (--systemd-cgroup): false
D0918 09:32:29.638701       1 config.go:577] Config.PodInitConfig (--pod-init-config): (empty)
D0918 09:32:29.638713       1 config.go:577] Config.XDP (--EXPERIMENTAL-xdp): {0 }
